,actor1,assoc_actor_1,actor2,assoc_actor_2,collab_events,mon_yr,notes,event_id_cnty,event_id_no_cnty
863109,Gov(Egypt),Militia (Pro-Government),Protesters (Egypt),Students (Egypt),,2011-03,"Egyptian soldiers and men in civilian clothes violently broke up a sit-in by students in Tahrir Square, arresting at least 174 protesters. The men in civilian clothes armed with sticks, clubs and iron rods were sent in first and attacked the protesters for about an hour, allegedly taking some of them to the Egyptian Museum where they were detained and allegedly assaulted by security personnel. The military then moved in after to clear the Square.",EGY981,981
863155,Protesters (Sudan),Women (Sudan),Gov(Sudan),,,2011-03,"Sudanese riot police arrested more than 40 women minutes after they started a protest against rape and rights abuses, witnesses said in the latest sign of a crackdown on dissent.",SUD3906,3906
863182,Protesters (Ivory Coast),RDR: Rally of Republicans; Women (Ivory Coast),COJEP: Young Patriots,,1,2011-03,Witnesses said about 50 pro-Gbagbo youths armed with AK47 assault rifles and machetes turned up to disperse 200 women who tried to march there.,CDI991,991
863195,Protesters (Ivory Coast),RDR: Rally of Republicans; Women (Ivory Coast),Gov(Ivory Coast),,1,2011-03,Hundreds of women demonstrated in the Ivory Coast Tuesday to condemn the killings of seven women in a rally last week demanding that Laurent Gbagbo quit the presidency after losing elections. Four shot dead.,CDI990,990
863307,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-03,Thousands of Coptic protesters engaged in a sit-in in front of the state radio/TV building. They were protesting against a recent church burning.,EGY967,967
863406,Protesters (Ivory Coast),Women (Ivory Coast),Gov(Ivory Coast),,,2011-03,Reports of the killing of seven Ivorian women who were demonstrating peacefully in Abidjan on March 3,CDI975,975
863487,Protesters (Tanzania),CHADEMA: Party for Democracy and Progress,Gov(Tanzania),,,2011-03,"Three politicians on Tuesday held an unauthorised rally in Maswa District where police claiemd they used 'unacceptable' language, and were later arrested.",TAZ289,289
863521,Protesters (Algeria),RCD: Rally for Culture and Democracy Party,Gov(Algeria),,,2011-02,Members of the RCD attempt to stage another protest against the regime before it is quickly dispersed by the police.,ALG2714,2714
863525,Protesters (Egypt),Gov(Egypt),,,,2011-02,"On Feb 28, in Giza Square, dozens of people, including policemen, staged a rally in support of police forces. [size=dozens]",EGY9690,9690
863620,Protesters (Algeria),CNCD: National Coordination for Change and Democracy; Students (Algeria),Gov(Algeria),,,2011-02,A lawmaker of the Rally for Culture and Democracy Party is injured and six students are arrested when they are confronted by police as they protest the regime. The remaining protesters were dispersed.,ALG2712,2712
863621,Protesters (Morocco),Saharawi Ethnic Group (Morocco),,,,2011-02,"A group of villagers protest police inaction following an evening of riot behavior by local youths. Some 100 Saharawi gathered in the centre of the city, many of them wielding sticks and stones.",MOR270,270
863635,Protesters (Algeria),RCD: Rally for Culture and Democracy Party; Students (Algeria),Gov(Algeria),,,2011-02,A lawmaker of the Rally for Culture and Democracy Party is injured and six students are arrested when they are confronted by police as they protest the regime.,ALG2711,2711
863751,Protesters (Libya),Militia (Pro-Government),,,,2011-02,"A group loyal to the Gaddafi regime hold a protest, denouncing the uprising.",LBY139,139
863825,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-02,"After a small demonstration outside a Cathedral in the Abbassiyah area of downtown Cairo, Coptic Christian protesters then marched to Tahrir Square, growing to around 2,000 by the time they arrived and staged a demonstration. Reports conflicted about whether they were demonstrating against the killing of a Coptic priest in Asyut or the demolition of a wall at a Coptic monastery that led to clashes between Coptic monks and soldiers. About 200 spent the night in the Square before leaving the next morning.",EGY925,925
863829,Protesters (Tanzania),CHADEMA: Party for Democracy and Progress,Gov(Tanzania),,,2011-02,The Police Force here has allowed Chama cha Demokrasia na Maendeleo (Chadema) to hold a peaceful demonstration today thus averting any possible confrontations between them.,TAZ287,287
863868,Protesters (Egypt),Labour Group (Egypt),Gov(Egypt),,,2011-02,"On Feb 23, in Dokki, hundreds of workers and temporary workers from various governorates demonstrated in front of the Ministry of Agriculture to demand their appointment and the abolition of temporary contracts. Protesters attempted to enter the building but were pushed back by military forces, who attempted to disperse them. [size=hundreds]",EGY9661,9661
863873,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-02,Several hundred Coptic Christians demonstrated outside a cathedral in the Abbassiya area in downtown Cairo after a service to denounce the killing of a Coptic priest in Asyut.,EGY922,922
863949,Protesters (Egypt),Gov(Egypt),,,,2011-02,Police protested for 3-days in front of the Interior Ministry in Cairo to demand better salaries.,EGY919,919
863955,Gov(Ivory Coast),Gov(Ivory Coast),Protesters (Ivory Coast),,,2011-02,"At least six people trying to protest against Gbagbo were killed by the security forces on Monday, witnesses said.",CDI941,941
863965,Protesters (Egypt),Women (Egypt),Gov(Egypt),,,2011-02,"About 100 truck drivers protesters demonstrated in the port-town of Adabiya about rising tolls in the area and alleged mistreatment by the ports administration. Military forces arrived and detained at least 5 protesters. A woman was allegedly killed by a tank as she attempted to stop them from taking away her son. The protest swelled to about 1,000 people after news of her death spread.",EGY918,918
863968,Protesters (Egypt),Labour Group (Egypt),Gov(Egypt),,,2011-02,"On Feb 21, in Nasr City, around 4,000 workers of the Central Auditing Organization demonstrated in front of the CAO building, in Salah Salem street to demand the departure of the head of the Organization, Dr Al Malt. Several military tanks were deployed to help him get out of the building safely. No clashes reported. [size=4000]",EGY9645,9645
864002,Protesters (Uganda),UPC: Uganda Peoples Congress,Gov(Uganda),,,2011-02,"The police in Kitgum district [northern Uganda] on Monday stopped a demonstration by members of the Uganda Peoples Congress (UPC) party. The demonstrators, numbering about 15 and clad in the UPC party T-shirts, carried placards and marched through Kitgum town before they were stopped by police near Boma grounds. The youth, however, tried to resist claiming that they had the right to contest the results.",UGA3830,3830
864009,Protesters (Egypt),Gov(Egypt),,,,2011-02,Police protested for 3-days in front of the Interior Ministry in Cairo to demand better salaries.,EGY917,917
864039,Protesters (Ivory Coast),Militia (Pro-Laurent Gbagbo),,,,2011-02,"More than 1,000 pro-Gbagbo supporters gathered at the airport in Abidjan on Sunday night to oppose the proposed visit of Blaise Compaore, an alleged supporter of Ouattara.",CDI938,938
864062,Gov(Libya),Gov(Libya),Protesters (Libya),,,2011-02,As many as 300 protesters were killed when Libyan security forces and allied mercenaries mowed down mourners with machine guns and anti-aircraft guns at a funeral for anti-government protesters in the eastern city of Benghazi.,LBY102,102
864067,Protesters (Egypt),Gov(Egypt),,,,2011-02,Police protested for 3-days in front of the Interior Ministry in Cairo to demand better salaries.,EGY914,914
864106,Protesters (Egypt),Gov(Egypt),,,,2011-02,Police protested for 4-days in front of the Interior Ministry in Cairo to demand better salaries.,EGY912,912
864109,Protesters (Algeria),Lawyers (Algeria),Gov(Algeria),,,2011-02,"A demonstrating lawmaker was hospitalized after suffering a head wound when he fell after police kicked and hit him, colleagues said.",ALG2706,2706
864131,Protesters (Egypt),Journalists (Egypt),Gov(Egypt),,,2011-02,Journalists from the state-run Al-Ahram news agency camped in the buildings lobby to prevent the chief editor from leaving with three boxes they believed contained sensitive documents. Security guards intervened and confiscated the boxes.,EGY909,909
864166,Protesters (Libya),Militia (Pro-Government),,,,2011-02,Supporters of Gaddafi begin a counter protest.,LBY88,88
864167,Protesters (Libya),Militia (Pro-Government),,,,2011-02,Supporters of Gaddafi begin a counter protest.,LBY82,82
864172,Protesters (Libya),Militia (Pro-Government),,,,2011-02,Supporters of Gaddafi begin a counter protest.,LBY86,86
864177,Protesters (Libya),Militia (Pro-Government),,,,2011-02,Supporters of Gaddafi begin a counter protest.,LBY84,84
864181,Protesters (Djibouti),UMD: Union for Democratic Movement Party; UAD: Union for a Democratic Alternative Party; UMD: Union for Democratic Movement Party,Gov(Djibouti),,,2011-02,"The UAD and UMD political parties protest the regime and majority political party. Police violently disperse them. One police officer, one protester killed.",DJI45,45
864198,Protesters (Egypt),Bedouin Ethnic Group (Egypt),,,,2011-02,"On Feb 17, a group of young Bedouins blocked the road from Wadi Ferran to Sharm El Sheikh. The reason of their protest is unknown. [size=no report]",EGY9626,9626
864212,Protesters (Egypt),Labour Group (Egypt); Teachers (Egypt),Gov(Egypt),,,2011-02,"On Feb 17, in Abdeen, Cairo, employees of the Ministry of Education demonstrated in front of the Ministry. Police forces prevented protesters from entering the building. [size=no report]",EGY9623,9623
864224,Protesters (Egypt),Labour Group (Egypt),Gov(Egypt),,,2011-02,"On Feb 17, public train drivers launched a strike, disrupting train operations in Turah Al Balad train station and in a number of governorates to demand higher salaries. Military forces intervened in Turah Al Balad station, Mansheya El-Masry to disperse demonstrators. [size=no report] (coded as 2 events, one in Cairo geoprecision 3, one in Tura).",EGY9624,9624
864236,Protesters (Egypt),Muslim Brotherhood,,,1,2011-02,"On Feb 16, tens of families of Islamic prisoners staged a protest to demand their release and the end of the Emergency Law in front of the Prosecutor General Office in Cairo governorate (location unclear). [size=tens]",EGY9609,9609
