,actor1,assoc_actor_1,actor2,assoc_actor_2,admin1,mon_yr,notes,event_id_cnty,event_id_no_cnty
802791,Protesters (Nigeria),Muslim Group (Nigeria),,,Benue,2013-12,"Following the attack on Gbajimba by a Fulani group, police in the area arrested several Muslims in the area, believing them to be sympathetic. This sparked anger from several members of the local community leading to a street protest against the harassment.",NIG5318,5318
803083,Protesters (Nigeria),APC: All Progressives Congress,,,Federal Capital Territory,2013-12,"Infighting of the APC leads to a demonstration protest outside the party headquarters in Abuja. The faction members rejected the decision of the party leadership to hand over the structures in the states to the governors, Dr. Musa Kwankwaso (Kano) and Alhaji Murtala Nyako (Adamawa).",NIG5305,5305
803138,Protesters (Nigeria),Students (Nigeria),,,Enugu,2013-12,"Students of the University of Nigeria protested against the suspension of the university's Chairman and Pro-Chancellor, Dr. Emeka Enejere, by the Federal Government. The UNN students divided themselves into 11 groups and marched through the major streets of the Enugu metropolis, displaying various placards. It is not clear why Enejere was dismissed.",NIG5301,5301
803473,Protesters (Nigeria),APC: All Progressives Congress,Gov(Nigeria),,Rivers,2013-12,"Policemen barricaded the two ends of Moscow Road leading to the state House of Assembly, thus preventing the pro-Governor Chibuike Amaechi lawmakers from reconvening the House. Police forces also implemented tear gas on the crowd. The previous day a court order declared it illegal for lawmakers to take over of the legislative functions of the Rivers State House of Assembly by the House of Representatives.",NIG5290,5290
803571,Protesters (Nigeria),Women (Nigeria),,,Enugu,2013-12,A group of 100 women protest a recent spike in ritualistic killings in their area.,NIG5280,5280
804291,Protesters (Nigeria),Women (Nigeria),,,Anambra,2013-11,"A group of women protest ahead of an election in Awka, calling for it to be cancelled. The group holds doubts the election will be fair. The group also demanded the immediate resignation of the Chairman of the Independent National Electoral Commission, INEC, Attahiru Jega, for the commissions failure to conduct credible governorship election in the state on November 16.",NIG5259,5259
804390,Protesters (Nigeria),APC: All Progressives Congress,,,Osun,2013-11,"The All Progressives Congress (APC) in Osun State embarked on a peaceful demonstration in Osogbo, the state capital to protest against the conduct of the November 16 governorship election in Anambra State. The group held a similar protest in Abuja.",NIG5254,5254
804417,Protesters (Nigeria),APC: All Progressives Congress,,,Federal Capital Territory,2013-11,"Members of the All Progressives Congress party stage a protest at the INEC (national election commission) headquarters in Abuja to register its disapproval of the Commissions string of failures in conducting recent elections, including the Delta Central Senatorial District bye-election and the inconclusive Anambra Governorship poll.",NIG5255,5255
804832,Protesters (Nigeria),NYCN: National Youth Council of Nigeria,Gov(Nigeria),,Adamawa,2013-11,"Youths in Anambra State, under the aegis of National Youth Council of Nigeria (NYCN), marched out enmasse on two non-consecutive days in protest, calling on the Independent National Electoral Commission (INEC) to cancel last Saturdays (16/11) gubernatorial elections in the state. On the fist day of protest police in the area dispersed the group with tear gas.",NIG5232,5232
804881,Protesters (Nigeria),Women (Nigeria),Gov(Nigeria),,Anambra,2013-11,A women's group protests in Awka for the second time in several days against the results of a recent election in Anambra State. The group was dispersed by police.,NIG5229,5229
805168,Protesters (Nigeria),Women (Nigeria),,,Anambra,2013-11,A women's group on marched through major streets in Awka to protest against the Nov. 16 governorship election in the state. The protesters were disappointed with the conduct of the election and called on INEC to organise a fresh one.,NIG5216,5216
805659,Protesters (Nigeria),APC: All Progressives Congress,,,Federal Capital Territory,2013-11,Supporters of the All Progressives Congress (APC) from Niger State gathered at the national headquarters of the party in Abuja to protest substitution of names of some elected executives of the harmonization committee in the state by the national vice chairman of the party.,NIG5195,5195
806487,Protesters (Nigeria),Women (Nigeria),Gov(Nigeria),,Federal Capital Territory,2013-10,"Police disperse a group of women gathered to protest the incarceration of the Aviation Minister, Stella Oduah. The Minister was arrested for fraud, but the protesting group believe the action was solely political.",NIG5165,5165
806584,Protesters (Nigeria),Ijaw Ethnic Group (Nigeria),,,Bayelsa,2013-10,"Protests occurred Yenagoa, following the election and declaration of Mr. Udengs Eradiri as the President of the umbrella body of the Ijaw Youth Council worldwide. As early as 8am, the protesters, comprising contenders and aggrieved youths, took to the streets, alleging manipulation and widespread irregularities. Following the election, six separate groups lay claim to victory.",NIG5156,5156
806676,Protesters (Nigeria),Women (Nigeria),,,Ogun,2013-10,"Hundreds of female students of the Moshood Abiola Polytechnic (MAPOLY) in Abeokuta,Ogun State, protested over an alleged rape of an ND I Banking and Finance student by a member of the state vigilante service.",NIG5151,5151
806994,Protesters (Nigeria),Igbo Ethnic Group (Nigeria),,,Enugu,2013-10,"Business activities were temporarily at the Akanu-Ibiam International Airport, Enugu as hundreds of Igbo youths under the aegis of Igbo Progressives Union (IPU) embarked on a peaceful protest against calls for the sack of the Aviation Minister, Stella Oduah, over controversies trailing the purchase of two bullet-proof cars by the Nigerian Civil Aviation Authority (NCAA).",NIG5148,5148
807136,Protesters (Nigeria),Students (Nigeria),,,Federal Capital Territory,2013-10,"A group of students, affected by school closure, protest along Nyanya-Karu road for resume studies.",NIG5140,5140
807137,Protesters (Nigeria),Students (Nigeria); Teachers (Nigeria),Gov(Nigeria),,Benue,2013-10,A group of educators and their students protest for increased salary. Police dispersed the crowd with teargas.,NIG5141,5141
807184,Protesters (Nigeria),ASUU: Academic Staff Union of Universities; Students (Nigeria),Gov(Nigeria),,Ondo,2013-10,Police forces disperse a demonstration of members of the Federal University of Technology Akure (FUTA) branch of Academic Staff Union of Universities (ASUU) in Akure who were protesting against a strike.,NIG5144,5144
807283,Protesters (Nigeria),Women (Nigeria),,,Imo,2013-10,"Thousands of women in Imo embarked on a peaceful demonstration, protesting alleged intimidation and harassment of state government officials by anti-corruption agencies.",NIG5133,5133
807394,Protesters (Nigeria),ASUU: Academic Staff Union of Universities; Teachers (Nigeria),Gov(Nigeria),,Cross River,2013-10,"About 200 policemen blocked the main entrance of the University of Calabar, preventing members and officials of the Academic Staff Union of Universities (ASUU) Calabar branch from embarking on a planned street rally.",NIG5122,5122
807656,Protesters (Nigeria),ASUU: Academic Staff Union of Universities,Gov(Nigeria),,Ebonyi,2013-10,Police officers upset a ASUU protest in Abakaliki in its early stages by dispersing the crowd.,NIG5109,5109
807818,Protesters (Nigeria),Christian Group (Nigeria),,,Osun,2013-10,"A Christian group protests, upset of a plan that would merge Christian and Muslim schools, disrupt activity at Baptist High School.",NIG5103,5103
808088,Protesters (Nigeria),Students (Nigeria),,,Osun,2013-10,"Students of the Federal Polytechnic Ede, Osun State protest, disrupting a school sporting event. The reason for the protest is unknown.",NIG5090,5090
808276,Protesters (Nigeria),Christian Group (Nigeria),,,Osun,2013-10,A Christian group protests against the new educational policy of the state government which merged public schools together for the second time in a week.,NIG5087,5087
808629,Protesters (Nigeria),Christian Group (Nigeria),,,Osun,2013-10,A Christian group protests against the new educational policy of the state government which merged public schools together.,NIG5069,5069
809126,Protesters (Nigeria),Teachers (Nigeria),Gov(Nigeria),,Rivers,2013-09,"Rivers State police tear gas a group of 13,000 teachers who were holding a demonstration at Liberation Stadium against President Jonathan. The explanation from police was that the group did not have the correct permits.",NIG5043,5043
809600,Protesters (Nigeria),RTEAN: Road Transport Employers Association of Nigeria,Gov(Nigeria),,Ekiti,2013-09,Police fire tear gas to disperse a group of Bamidele supporters who had gathered at the lawmakers formal declaration to contest the governorship election in the state. Some witnesses claim they were physically attacked by police. The gathering was hosted and organized by RTEAN and NURTW.,NIG5034,5034
809787,Protesters (Nigeria),Women (Nigeria),,,Kaduna,2013-09,"Following a series of attacks on religious sites in Kafachan, a group of women protest against the violence.",NIG5016,5016
809807,Protesters (Nigeria),Students (Nigeria),,,Federal Capital Territory,2013-09,"Students of the University of Abuja staged a peaceful protest against the prolonged nationwide strike embarked upon by the Academic Staff Union of Universities (ASUU). The protesting students called for an end to the strike, saying that it had paralysed academic activities in the nations universities and was gradually mortgaging their future.",NIG5000,5000
810798,Protesters (Nigeria),Students (Nigeria),,,Lagos,2013-09,"Interns at Lagos University Teaching Hospital, LUTH, Idi-Araba, Lagos protested non-payment of seven months salaries, disrupting healthcare services.",NIG4956,4956
810830,Protesters (Nigeria),APC: All Progressives Congress,Gov(Nigeria),,Kwara,2013-09,APC members continue an election for a second day.,NIG4954,4954
